Period,Campaign,Reach,Sample,Sample_subcategory,Sample_category,d13C_vs_VPDB,X15N_calib_vs_air,C_N,Season,Period_Season
Before,Mar'17,Control,Calopteryx,Predator,Invertebrate,-27.15817157,5.218396767,3.98980626507109,Spring,Before_Spring
Before,Mar'17,Control,Baetis,Collector-gatherer,Invertebrate,-27.17859476,3.540838213,4.82937394392742,Spring,Before_Spring
Before,Mar'17,Control,Atherix,Predator,Invertebrate,-28.0200299,5.19153195,5.11507745563214,Spring,Before_Spring
Before,Mar'17,Control,Rhyacophila,Predator,Invertebrate,-28.00062787,6.615367235,5.55625237721979,Spring,Before_Spring
Before,Mar'17,Control,Dugesia,Predator,Invertebrate,-28.00777599,6.640242066,6.37513499346285,Spring,Before_Spring
Before,Mar'17,Control,Ephemerella,Collector-gatherer,Invertebrate,-27.99552208,3.219455406,4.33391458281878,Spring,Before_Spring
Before,Mar'17,Control,Agapetus,Scraper,Invertebrate,-26.56794158,4.281113162,5.60326800406382,Spring,Before_Spring
Before,Mar'17,Control,Habroleptoides,Collector-gatherer,Invertebrate,-27.71980911,4.771644815,5.50201043432442,Spring,Before_Spring
Before,Mar'17,Control,Habroleptoides,Collector-gatherer,Invertebrate,-28.21302898,3.636357561,5.63505053073302,Spring,Before_Spring
Before,Mar'17,Control,Habroleptoides,Collector-gatherer,Invertebrate,-28.19056348,3.606507765,5.06763059122066,Spring,Before_Spring
Before,Mar'17,Control,Ephemerella,Collector-gatherer,Invertebrate,-28.15890754,4.555731288,4.64360281115143,Spring,Before_Spring
Before,Mar'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-27.23271619,4.035349839,5.31539264013929,Spring,Before_Spring
Before,Mar'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-26.53220101,3.800531441,4.96964399361336,Spring,Before_Spring
Before,Mar'17,Control,Baetis,Collector-gatherer,Invertebrate,-27.28785879,3.671182323,5.19509329010743,Spring,Before_Spring
Before,Mar'17,Control,Habroleptoides,Collector-gatherer,Invertebrate,-27.13264259,3.414474075,5.00601433625196,Spring,Before_Spring
Before,Mar'17,Control,Ephemerella,Collector-gatherer,Invertebrate,-27.54416973,3.477158647,4.7906844843717,Spring,Before_Spring
Before,Mar'17,Control,Ephemerella,Collector-gatherer,Invertebrate,-27.86787718,3.629392609,4.43110464893767,Spring,Before_Spring
Before,Mar'17,Control,Baetis,Collector-gatherer,Invertebrate,-27.33891674,3.188610616,5.36276326546313,Spring,Before_Spring
Before,Mar'17,Control,Epeorus,Scraper,Invertebrate,-31.11209982,6.004441404,5.47924455986029,Spring,Before_Spring
Before,Mar'17,Control,Rhithrogena,Collector-gatherer,Invertebrate,-28.57043468,3.123936057,6.81777286239827,Spring,Before_Spring
Before,Mar'17,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-27.36546688,4.180618848,4.49509107852183,Spring,Before_Spring
Before,Mar'17,Control,Sericostoma,Shredder,Invertebrate,-28.4724034,6.717851536,6.50257054341025,Spring,Before_Spring
Before,Mar'17,Control,Epeorus,Scraper,Invertebrate,-30.0899195,6.109910684,6.13222232802153,Spring,Before_Spring
Before,Mar'17,Control,Rhithrogena,Collector-gatherer,Invertebrate,-27.89953312,3.792571495,4.55998131235928,Spring,Before_Spring
Before,Mar'17,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-27.6575184,4.115944289,4.78597282118575,Spring,Before_Spring
Before,Mar'17,Control,Lepidostoma,Shredder,Invertebrate,-27.13264259,4.1875838,4.91324897167069,Spring,Before_Spring
Before,Mar'17,Control,Epeorus,Scraper,Invertebrate,-28.81040708,4.171663909,4.94523406173536,Spring,Before_Spring
Before,Mar'17,Control,Halesus,Shredder,Invertebrate,-27.45124425,4.003510056,4.72541661540928,Spring,Before_Spring
Before,Mar'17,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-27.55540248,3.905005728,4.31943602735833,Spring,Before_Spring
Before,Mar'17,Control,Hydropsyche,Collector-filterer,Invertebrate,-26.96415133,6.086030847,4.48133994226272,Spring,Before_Spring
Before,Mar'17,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-28.54796918,2.117997921,6.44096774753229,Spring,Before_Spring
Before,Mar'17,Control,Rhithrogena,Collector-gatherer,Invertebrate,-27.55846596,3.956745375,4.82450183129152,Spring,Before_Spring
Before,Mar'17,Control,Lasiocephala,Shredder,Invertebrate,-29.64571527,2.045363416,6.97208883569924,Spring,Before_Spring
Before,Mar'17,Impact,Salmo trutta M,Top-predator,Fish,-25.65177981,9.573530192,3.36950635223343,Spring,Before_Spring
Before,Mar'17,Impact,Barbatula quignardi M,Unknown,Fish,-25.46503834,10.5793723,3.69558997041281,Spring,Before_Spring
Before,Mar'17,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.29047566,11.2011837,3.4490169005623,Spring,Before_Spring
Before,Mar'17,Impact,Anguilla anguilla M,Top-predator,Fish,-24.41461754,10.94847955,3.39205700256053,Spring,Before_Spring
Before,Mar'17,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.84461069,10.08092829,3.92463637832656,Spring,Before_Spring
Before,Mar'17,Impact,Phoxinus bigerri M,Omnivorous,Fish,-25.3747123,12.37516361,3.748829569763,Spring,Before_Spring
Before,Mar'17,Impact,Phoxinus bigerri M,Omnivorous,Fish,-24.73025123,13.87348034,3.49367646519549,Spring,Before_Spring
Before,Mar'17,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.58682626,11.3086327,3.69316705786159,Spring,Before_Spring
Before,Mar'17,Control,Salmo trutta M,Top-predator,Fish,-26.45659498,9.070111687,3.51868016550262,Spring,Before_Spring
Before,Mar'17,Impact,Barbatula quignardi M,Unknown,Fish,-24.90582881,11.67873485,3.56100510223166,Spring,Before_Spring
Before,Mar'17,Control,Anguilla anguilla M,Top-predator,Fish,-25.61727324,9.857076187,3.56693000280082,Spring,Before_Spring
Before,Mar'17,Impact,Salmo trutta M,Top-predator,Fish,-24.96570787,11.43398988,3.69697558984808,Spring,Before_Spring
Before,Mar'17,Impact,Salmo trutta M,Top-predator,Fish,-25.29250545,8.33786659,3.42043002444127,Spring,Before_Spring
Before,Mar'17,Impact,Anguilla anguilla M,Top-predator,Fish,-24.96164828,10.40228042,3.47917086623264,Spring,Before_Spring
Before,Mar'17,Impact,Anguilla anguilla M,Top-predator,Fish,-24.61658251,10.9753418,3.43735966333363,Spring,Before_Spring
Before,Mar'17,Impact,Anguilla anguilla M,Top-predator,Fish,-25.64873512,11.05692345,4.55286001094878,Spring,Before_Spring
Before,Mar'17,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.16259834,10.21822424,3.67561587413064,Spring,Before_Spring
Before,Mar'17,Control,Anguilla anguilla M,Top-predator,Fish,-26.22621283,11.58620931,3.71397053335709,Spring,Before_Spring
Before,Mar'17,Impact,Barbatula quignardi M,Unknown,Fish,-25.0743021,11.21710207,3.55712871898601,Spring,Before_Spring
Before,Mar'17,Control,Anguilla anguilla M,Top-predator,Fish,-25.14940465,9.259142351,3.60074278833751,Spring,Before_Spring
Before,Mar'17,Impact,Phoxinus bigerri M,Omnivorous,Fish,-25.23567109,13.58794455,3.81394845283653,Spring,Before_Spring
Before,Mar'17,Impact,Salmo trutta M,Top-predator,Fish,-25.10373418,8.740800373,3.41035397161228,Spring,Before_Spring
Before,Mar'17,Control,Salmo trutta M,Top-predator,Fish,-26.24549592,8.989524931,3.48144797974525,Spring,Before_Spring
Before,Mar'17,Impact,Salmo trutta M,Top-predator,Fish,-25.16158344,9.802356785,3.50935030730344,Spring,Before_Spring
Before,Mar'17,Impact,Phoxinus bigerri M,Omnivorous,Fish,-24.45419862,12.83281679,3.52116893602036,Spring,Before_Spring
Before,Mar'17,Control,Anguilla anguilla M,Top-predator,Fish,-24.89973942,8.539830931,3.6802420298726,Spring,Before_Spring
Before,Mar'17,Impact,Salmo trutta M,Top-predator,Fish,-24.1862652,11.00419385,3.24141670088537,Spring,Before_Spring
Before,Mar'17,Impact,Salmo trutta M,Top-predator,Fish,-24.96367807,9.542688347,3.31013339341508,Spring,Before_Spring
Before,Mar'17,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.74210585,9.67003532,3.83215054956221,Spring,Before_Spring
Before,Mar'17,Impact,Salmo trutta M,Top-predator,Fish,-25.35441431,9.683963895,3.31895072445947,Spring,Before_Spring
Before,Mar'17,Control,Anguilla anguilla M,Top-predator,Fish,-25.8222829,10.54455086,3.84820792568684,Spring,Before_Spring
Before,Mar'17,Impact,Anguilla anguilla M,Top-predator,Fish,-24.88147123,10.77636215,3.61517469595958,Spring,Before_Spring
Before,Mar'17,Impact,Phoxinus bigerri M,Omnivorous,Fish,-25.3696378,14.56493461,3.88984663087147,Spring,Before_Spring
Before,Oct'16,Control,Atherix,Predator,Invertebrate,-26.9342205,4.880251528,4.27317635496784,Autumn,Before_Autumn
Before,Oct'16,Control,Echinogammarus,Shredder,Invertebrate,-26.83058225,1.877968639,5.47572827967399,Autumn,Before_Autumn
Before,Oct'16,Control,Onychogomphus,Predator,Invertebrate,-25.00215845,9.380438545,3.84019953675162,Autumn,Before_Autumn
Before,Oct'16,Impact,Onychogomphus,Predator,Invertebrate,-25.18815509,6.933378496,4.23707933630099,Autumn,Before_Autumn
Before,Oct'16,Control,Onychogomphus,Predator,Invertebrate,-27.49100018,4.904827826,3.91303614645069,Autumn,Before_Autumn
Before,Oct'16,Impact,Phoxinus bigerri M,Omnivorous,Fish,-21.61419081,13.57987512,3.42310213994983,Autumn,Before_Autumn
Before,Oct'16,Impact,Salmo trutta M,Top-predator,Fish,-25.08485744,11.76348,3.34480710470635,Autumn,Before_Autumn
Before,Oct'16,Impact,Barbatula quignardi M,Unknown,Fish,-24.21057943,12.82716386,3.36531948507115,Autumn,Before_Autumn
Before,Oct'16,Impact,Phoxinus bigerri M,Omnivorous,Fish,-24.07706798,16.18730709,3.7691792841136,Autumn,Before_Autumn
Before,Oct'16,Impact,Phoxinus bigerri M,Omnivorous,Fish,-24.47581586,10.76429396,3.59260581487791,Autumn,Before_Autumn
Before,Oct'16,Control,Anguilla anguilla M,Top-predator,Fish,-24.89441827,7.577439849,3.32283891853562,Autumn,Before_Autumn
Before,Oct'16,Control,Filament,Filament,Resource,-36.2919368,5.229938324,9.20549949535564,Autumn,Before_Autumn
After,Oct'17,Control,Rhyacophila,Predator,Invertebrate,-26.67007247,8.497646679,4.29688692032196,Autumn,After_Autumn
After,Oct'17,Impact,Anguilla anguilla M,Top-predator,Fish,-29.84919412,6.987787963,9.22908614145704,Autumn,After_Autumn
After,Oct'17,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.76267426,11.74451632,3.56253146389177,Autumn,After_Autumn
Before,Mar'17,Impact,Filament,Filament,Resource,-30.30270349,2.42465089,7.90845522209395,Spring,Before_Spring
Before,Mar'17,Control,Filament,Filament,Resource,-29.36796181,3.12125923,12.5284788952575,Spring,Before_Spring
Before,Mar'17,Impact,Rubus A,AqCPOM,Resource,-30.98021399,-0.78550293,25.8247899941491,Spring,Before_Spring
Before,Mar'17,Impact,Fallopia A,AqCPOM,Resource,-32.57828808,3.810921334,8.55014889659497,Spring,Before_Spring
Before,Mar'17,Control,Bryophyte,Bryophyte,Resource,-32.15902149,4.642485136,12.7100732292004,Spring,Before_Spring
Before,Mar'17,Impact,Salix A,AqCPOM,Resource,-28.47575441,3.19270624,35.7254822231434,Spring,Before_Spring
Before,Mar'17,Control,Laurus A,AqCPOM,Resource,-32.41523996,-3.278209699,35.9434970639438,Spring,Before_Spring
Before,Mar'17,Control,Bambusa A,AqCPOM,Resource,-32.41321452,0.817093181,19.3160676422869,Spring,Before_Spring
Before,Mar'17,Control,Platanus A,AqCPOM,Resource,-28.77957078,0.230632313,30.3862995020055,Spring,Before_Spring
Before,Mar'17,Control,Rubus A,AqCPOM,Resource,-31.73367858,1.594079407,35.1007018303506,Spring,Before_Spring
Before,Mar'17,Control,Bryophyte,Bryophyte,Resource,-32.37371839,3.832752364,12.2725068042988,Spring,Before_Spring
Before,Mar'17,Impact,Filament,Filament,Resource,-26.04826164,2.417704653,7.38953796540659,Spring,Before_Spring
After,May'18,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-27.5065802,5.391,4.03962264150943,Spring,After_Spring
After,May'18,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-27.34251936,5.431,4.06358974358974,Spring,After_Spring
After,May'18,Impact,Rhithrogena,Collector-gatherer,Invertebrate,-28.01901714,5.446,4.767258382643,Spring,After_Spring
After,May'18,Impact,Rhithrogena,Collector-gatherer,Invertebrate,-27.75929704,5.163,4.57216494845361,Spring,After_Spring
After,May'18,Impact,Rhithrogena,Collector-gatherer,Invertebrate,-27.77867677,5.419,4.94936708860759,Spring,After_Spring
After,May'18,Impact,Ephemerella,Collector-gatherer,Invertebrate,-27.37476223,6.278,4.2376333656644,Spring,After_Spring
After,May'18,Impact,Ephemerella,Collector-gatherer,Invertebrate,-27.17382495,6.286,4.25365853658537,Spring,After_Spring
After,May'18,Impact,Ephemerella,Collector-gatherer,Invertebrate,-27.28500345,6.698,4.22857142857143,Spring,After_Spring
After,May'18,Impact,Tipula,Shredder,Invertebrate,-27.47982081,2.429,4.84361233480176,Spring,After_Spring
After,May'18,Impact,Atherix,Predator,Invertebrate,-27.9469745,6.75,4.82897603485839,Spring,After_Spring
After,May'18,Impact,Atherix,Predator,Invertebrate,-27.18198484,7.495,4.82857142857143,Spring,After_Spring
After,May'18,Impact,Simuliidae,Collector-filterer,Invertebrate,-25.82438318,7.411,4.13212121212121,Spring,After_Spring
After,May'18,Impact,Simuliidae,Collector-filterer,Invertebrate,-25.8896623,7.642,4.2359413202934,Spring,After_Spring
After,May'18,Impact,Simuliidae,Collector-filterer,Invertebrate,-25.87844245,7.096,4.12634088200238,Spring,After_Spring
After,May'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-26.68321158,7.5,5.11764705882353,Spring,After_Spring
After,May'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-26.57509304,7.368,4.87472527472528,Spring,After_Spring
After,May'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-26.62099242,6.751,4.86517857142857,Spring,After_Spring
After,May'18,Impact,Epeorus,Scraper,Invertebrate,-29.24643694,5.759,4.88718510405257,Spring,After_Spring
After,May'18,Impact,Epeorus,Scraper,Invertebrate,-28.59976568,6.076,4.13698630136986,Spring,After_Spring
After,May'18,Impact,Philopotamus,Collector-filterer,Invertebrate,-26.43331496,5.135,4.01721854304636,Spring,After_Spring
After,May'18,Impact,Tipula,Shredder,Invertebrate,-26.97390765,3.143,4.37543053960964,Spring,After_Spring
After,May'18,Impact,Tipula,Shredder,Invertebrate,-27.09018608,0.093,4.6098104793757,Spring,After_Spring
After,May'18,Impact,Ephemera,Collector-gatherer,Invertebrate,-27.07080634,6.797,5.07914438502674,Spring,After_Spring
After,May'18,Impact,Calopteryx,Predator,Invertebrate,-26.46289456,6.731,4.08492569002123,Spring,After_Spring
After,May'18,Impact,Limnius,Collector-gatherer- Scraper,Invertebrate,-28.35190903,3.673,4.93933265925177,Spring,After_Spring
After,May'18,Impact,Baetis,Collector-gatherer,Invertebrate,-29.60853205,6.079,4.56283566058002,Spring,After_Spring
After,May'18,Impact,Baetis,Collector-gatherer,Invertebrate,-29.56263267,6.112,4.67753201396973,Spring,After_Spring
After,May'18,Impact,Baetis,Collector-gatherer,Invertebrate,-29.80742936,5.857,4.4937369519833,Spring,After_Spring
After,May'18,Impact,Atherix,Predator,Invertebrate,-26.94840799,6.996,5.02767749699158,Spring,After_Spring
After,May'18,Impact,Rhyacophila,Predator,Invertebrate,-26.12425913,8.932,4.94506517690875,Spring,After_Spring
After,May'18,Impact,Rhyacophila,Predator,Invertebrate,-26.39659545,8.657,4.53499079189687,Spring,After_Spring
After,May'18,Impact,Pararhyacophila,Predator,Invertebrate,-25.99676085,9.14,5.08577194752775,Spring,After_Spring
After,May'18,Impact,Pararhyacophila,Predator,Invertebrate,-26.27419711,9.125,5.68282402528978,Spring,After_Spring
After,May'18,Impact,Pararhyacophila,Predator,Invertebrate,-26.14567884,8.449,5.01727642276423,Spring,After_Spring
After,May'18,Impact,Pararhyacophila,Predator,Invertebrate,-26.32723639,8.156,5.16858638743455,Spring,After_Spring
After,May'18,Impact,Philopotamus,Collector-filterer,Invertebrate,-26.36191592,5.379,4.54583772391992,Spring,After_Spring
After,May'18,Impact,Philopotamus,Collector-filterer,Invertebrate,-26.24155755,7.302,4.51821386603995,Spring,After_Spring
After,May'18,Impact,Boyeria,Predator,Invertebrate,-27.23706409,5.716,4.09099616858238,Spring,After_Spring
After,May'18,Impact,Onychogomphus,Predator,Invertebrate,-25.69076499,10.833,4.34520276953511,Spring,After_Spring
After,May'18,Impact,Onychogomphus,Predator,Invertebrate,-25.73972433,10.799,4.36945812807882,Spring,After_Spring
After,May'18,Impact,Boyeria,Predator,Invertebrate,-27.11772571,8.52,4.58286252354049,Spring,After_Spring
After,May'18,Impact,Lepidostoma,Shredder,Invertebrate,-27.74807719,3.871,5.26158038147139,Spring,After_Spring
After,May'18,Impact,Sericostoma,Shredder,Invertebrate,-27.49104066,5.754,5.41317365269461,Spring,After_Spring
After,May'18,Impact,Protonemura,Shredder,Invertebrate,-26.76175052,5.69,4.55376344086022,Spring,After_Spring
After,May'18,Impact,Cordulegaster,Predator,Invertebrate,-26.63323225,5.365,4.01756440281031,Spring,After_Spring
After,May'18,Impact,Ephemerella,Collector-gatherer,Invertebrate,-28.2652102,5.952,4.23379174852652,Spring,After_Spring
After,May'18,Impact,Ephemerella,Collector-gatherer,Invertebrate,-28.95676085,5.641,4.4807881773399,Spring,After_Spring
After,May'18,Impact,Calopteryx,Predator,Invertebrate,-26.2303377,8.539,4.01309635173059,Spring,After_Spring
After,May'18,Impact,Hydropsyche,Collector-filterer,Invertebrate,-27.2146244,6.116,5.10152838427948,Spring,After_Spring
After,May'18,Impact,Hydropsyche,Collector-filterer,Invertebrate,-26.76772176,6.558881861,4.68033854821951,Spring,After_Spring
After,May'18,Impact,Hydropsyche,Collector-filterer,Invertebrate,-27.14781548,6.257264573,5.05805880943102,Spring,After_Spring
After,May'18,Impact,Atherix,Predator,Invertebrate,-27.07731423,7.970728573,5.07927215777776,Spring,After_Spring
After,May'18,Impact,Atherix,Predator,Invertebrate,-27.38486318,8.229682889,5.55303740415635,Spring,After_Spring
After,May'18,Impact,Atherix,Predator,Invertebrate,-27.1927728,7.00535482,5.27402566750156,Spring,After_Spring
After,May'18,Impact,Ecdyonurus,Collector-gatherer,Invertebrate,-28.36268494,6.108440253,4.58480033143246,Spring,After_Spring
After,May'18,Impact,Epeorus,Scraper,Invertebrate,-28.23496527,6.126299172,4.74060698043455,Spring,After_Spring
After,May'18,Impact,Lepidostoma,Shredder,Invertebrate,-27.23159958,4.025891941,5.23115471241122,Spring,After_Spring
After,May'18,Impact,Sericostoma,Shredder,Invertebrate,-26.87807155,6.602536995,5.18180177917759,Spring,After_Spring
After,May'18,Impact,Rhyacophila,Predator,Invertebrate,-25.8593795,8.312032346,4.4281524416238,Spring,After_Spring
After,May'18,Impact,Baetis,Collector-gatherer,Invertebrate,-29.6419251,6.852561851,5.1074765471393,Spring,After_Spring
After,May'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-26.51126067,6.970629145,4.92065080023385,Spring,After_Spring
After,May'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-26.5848272,7.550051829,5.03490902194395,Spring,After_Spring
After,May'18,Impact,Caenis,Collector-gatherer,Invertebrate,-26.28340879,8.536260987,4.5431440278664,Spring,After_Spring
After,May'18,Impact,Limnius,Collector-gatherer- Scraper,Invertebrate,-27.58921464,2.816446304,4.84285356064448,Spring,After_Spring
After,May'18,Impact,Perla,Predator,Invertebrate,-27.60862803,6.098518632,3.9154706118683,Spring,After_Spring
After,May'18,Impact,Rhithrogena,Collector-gatherer,Invertebrate,-27.29903556,5.64113189,3.96952704698313,Spring,After_Spring
After,May'18,Impact,Rhithrogena,Collector-gatherer,Invertebrate,-27.604541,5.583586486,4.11663529372309,Spring,After_Spring
After,May'18,Impact,Boyeria,Predator,Invertebrate,-27.44514686,5.859407559,4.04880467707,Spring,After_Spring
After,May'18,Control,Salmo trutta M,Top-Predator,Fish,-26.89441967,7.64827588,3.31114320066265,Spring,After_Spring
After,May'18,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.78887824,7.845716144,3.58006767423554,Spring,After_Spring
After,May'18,Control,Phoxinus bigerri M,Omnivorous,Fish,-25.59985314,8.973804487,3.42395402034146,Spring,After_Spring
After,May'18,Control,Phoxinus bigerri M,Omnivorous,Fish,-26.4530205,7.913183169,3.63715481875959,Spring,After_Spring
After,May'18,Control,Phoxinus bigerri M,Omnivorous,Fish,-26.18327657,8.358663966,3.73495778153612,Spring,After_Spring
After,May'18,Control,Phoxinus bigerri M,Omnivorous,Fish,-26.04227406,8.224722078,3.36619053551122,Spring,After_Spring
After,May'18,Control,Salmo trutta M,Top-Predator,Fish,-25.09714854,7.804045335,3.35378697073448,Spring,After_Spring
After,May'18,Control,Salmo trutta M,Top-Predator,Fish,-27.13861967,7.866551549,3.32348970556019,Spring,After_Spring
After,May'18,Control,Salmo trutta M,Top-Predator,Fish,-26.94346402,7.879449657,3.41365310412064,Spring,After_Spring
After,May'18,Control,Limnius,Collector-gatherer- Scraper,Invertebrate,-29.01354435,1.342093377,5.05647764674551,Spring,After_Spring
After,May'18,Control,Sericostoma,Shredder,Invertebrate,-27.65460711,4.189598693,6.14235520472144,Spring,After_Spring
After,May'18,Control,Lepidostoma,Shredder,Invertebrate,-27.92945983,2.257859024,5.82002002995992,Spring,After_Spring
After,May'18,Control,Lepidostoma,Shredder,Invertebrate,-27.66584644,2.986106028,5.86836516712226,Spring,After_Spring
After,May'18,Control,Halesus,Shredder,Invertebrate,-27.38997197,2.784697116,6.21976882387334,Spring,After_Spring
After,May'18,Control,Halesus,Shredder,Invertebrate,-27.77926151,2.435456046,5.7698564886839,Spring,After_Spring
After,May'18,Control,Ephemerella,Collector-gatherer,Invertebrate,-29.16374268,4.691632731,5.2741095315968,Spring,After_Spring
After,May'18,Control,Ephemerella,Collector-gatherer,Invertebrate,-28.75503975,5.885203774,4.84552878795398,Spring,After_Spring
After,May'18,Control,Ephemerella,Collector-gatherer,Invertebrate,-29.61842469,4.813668673,4.88424140244147,Spring,After_Spring
After,May'18,Control,Caenis,Collector-gatherer,Invertebrate,-26.26501715,4.656907056,4.73725393002373,Spring,After_Spring
After,May'18,Control,Rhithrogena,Collector-gatherer,Invertebrate,-29.03908828,5.116278123,5.01191159972477,Spring,After_Spring
After,May'18,Control,Rhithrogena,Collector-gatherer,Invertebrate,-29.31496276,5.774081615,4.87524508143347,Spring,After_Spring
After,May'18,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-28.78569247,6.19078971,4.19067527291287,Spring,After_Spring
After,May'18,Control,Ecdyonurus,Collector-gatherer,Invertebrate,-28.86436778,5.519095948,4.83763151005924,Spring,After_Spring
After,May'18,Control,Rhyacophila,Predator,Invertebrate,-28.45873013,6.890264012,5.21191740078903,Spring,After_Spring
After,May'18,Control,Rhyacophila,Predator,Invertebrate,-27.92324461,7.158,5.34213421342134,Spring,After_Spring
After,May'18,Control,Baetis,Collector-gatherer,Invertebrate,-29.82537402,5.205,4.6962890625,Spring,After_Spring
After,May'18,Control,Baetis,Collector-gatherer,Invertebrate,-30.32663148,6.083,5.01728110599078,Spring,After_Spring
After,May'18,Control,Hydropsyche,Collector-filterer,Invertebrate,-27.86109683,5.693,5.77427184466019,Spring,After_Spring
After,May'18,Control,Hydropsyche,Collector-filterer,Invertebrate,-27.39549793,6.173,5.02868852459016,Spring,After_Spring
After,May'18,Control,Calopteryx,Predator,Invertebrate,-28.38374943,5.526,4.41454545454545,Spring,After_Spring
After,May'18,Control,Calopteryx,Predator,Invertebrate,-27.02668655,5.575,3.8781163434903,Spring,After_Spring
After,May'18,Control,Calopteryx,Predator,Invertebrate,-27.21109224,6.174,4.29556650246305,Spring,After_Spring
After,May'18,Control,Perla,Predator,Invertebrate,-26.66704452,5.392,4.45650372825186,Spring,After_Spring
After,May'18,Control,Perla,Predator,Invertebrate,-28.14229004,5.699,3.77593360995851,Spring,After_Spring
After,May'18,Impact,Boyeria,Predator,Invertebrate,-28.14127123,6.636,4.87605294825511,Spring,After_Spring
After,May'18,Impact,Perla,Predator,Invertebrate,-29.51565397,7.17,5.51623036649215,Spring,After_Spring
After,May'18,Impact,Ephemera,Collector-gatherer,Invertebrate,-27.70419917,6.793,5.73148148148148,Spring,After_Spring
After,May'18,Control,Oligochaeta,Collector-gatherer,Invertebrate,-27.02464892,6.727,4.92207792207792,Spring,After_Spring
After,May'18,Control,Cordulegaster,Predator,Invertebrate,-27.30686095,4.808,4.14085914085914,Spring,After_Spring
After,May'18,Control,Cordulegaster,Predator,Invertebrate,-27.06642038,4.826,4.25267249757046,Spring,After_Spring
After,May'18,Control,Cordulegaster,Predator,Invertebrate,-27.02159247,5.731,3.98450413223141,Spring,After_Spring
After,May'18,Control,Habroleptoides,Collector-gatherer,Invertebrate,-26.85246902,3.865,5.52690863579474,Spring,After_Spring
After,May'18,Control,Habroleptoides,Collector-gatherer,Invertebrate,-26.84126205,4.358,5.10599078341014,Spring,After_Spring
After,May'18,Control,Habroleptoides,Collector-gatherer,Invertebrate,-26.9594447,4.02,5.31476997578693,Spring,After_Spring
After,May'18,Impact,Habroleptoides,Collector-gatherer,Invertebrate,-26.70474071,6.99,5.06527093596059,Spring,After_Spring
After,May'18,Control,Echinogammarus,Shredder,Invertebrate,-26.30332721,4.048,7.76857749469215,Spring,After_Spring
After,May'18,Control,Echinogammarus,Shredder,Invertebrate,-26.62731069,3.882,7.3515037593985,Spring,After_Spring
After,May'18,Control,Echinogammarus,Shredder,Invertebrate,-26.07715007,4.182,7.46854663774403,Spring,After_Spring
After,May'18,Control,Atherix,Predator,Invertebrate,-28.2798302,7.007,5.5656836461126,Spring,After_Spring
After,May'18,Control,Atherix,Predator,Invertebrate,-28.25334098,5.669,5.82352941176471,Spring,After_Spring
After,May'18,Control,Atherix,Predator,Invertebrate,-27.65223956,7.665,5.24436090225564,Spring,After_Spring
After,May'18,Control,Ephemera,Collector-gatherer,Invertebrate,-27.19682882,4.867,6.03806734992679,Spring,After_Spring
After,May'18,Control,Ephemera,Collector-gatherer,Invertebrate,-27.40772373,5.495,6.25,Spring,After_Spring
After,May'18,Control,Ephemera,Collector-gatherer,Invertebrate,-27.58194126,4.784,6.49213483146067,Spring,After_Spring
After,May'18,Impact,Lepidostoma,Shredder,Invertebrate,-27.40670491,4.743,6.09739368998628,Spring,After_Spring
After,May'18,Impact,Lepidostoma,Shredder,Invertebrate,-27.57379073,3.884,6.01285347043702,Spring,After_Spring
After,May'18,Impact,Rhyacophila,Predator,Invertebrate,-25.60747591,9.538,5.70573566084788,Spring,After_Spring
After,May'18,Impact,Pararhyacophila,Predator,Invertebrate,-26.92684259,11.528,5.20707070707071,Spring,After_Spring
After,May'18,Impact,Hydropsyche,Collector-filterer,Invertebrate,-27.82034419,5.562,5.54906542056075,Spring,After_Spring
After,May'18,Impact,Dugesia,Predator,Invertebrate,-26.80560349,10.147,5.1254523522316,Spring,After_Spring
After,May'18,Impact,Simuliidae,Collector-filterer,Invertebrate,-26.72511703,8.7,5.04071246819338,Spring,After_Spring
After,May'18,Impact,Simuliidae,Collector-filterer,Invertebrate,-26.90748508,8.654,5.34011090573013,Spring,After_Spring
After,May'18,Impact,Atherix,Predator,Invertebrate,-28.53962827,6.433,5.33457711442786,Spring,After_Spring
